seller_id,seller_state,geolocation_lat,geolocation_lng
3442f8959a84dea7ee197c632cb2df15,SP,-22.893317190455804,-47.060596205366885
e0eabded302882513ced4ea3eb0c7059,SP,-22.893317190455804,-47.060596205366885
d1b65fc7debc3361ea86b5f14c68d2e2,SP,-22.3833748416877,-46.94814213967389
ce3ad9de960102d0677a81f5d0bb7b2d,RJ,-22.90944638719964,-43.18023952743163
1d2732ef8321502ee8488e8bed1ab8cd,RJ,-22.90944638719964,-43.18023952743163
c0f3eea2e14555b6faeea3dd58c1b1c3,SP,-23.657118435803294,-46.61272993069966
51a04a8a6bdcb23deccc82b0b80742cf,SP,-22.964546458080036,-46.534213599100774
f44bdc12aa39f5271f0b95f66cd4c289,SP,-22.964546458080036,-46.534213599100774
c240c4061717ac1806ae6ee72be3533b,RJ,-22.89542015318976,-43.23034709706914
e49c26c3edfa46d227d5121a6b6e4d37,PE,-9.024839005157318,-36.57020044972058
1b938a7ec6ac5061a66a3766e0e75f90,SP,-21.436451729201853,-50.07713581797556
34056b8b55c1775a22af2331670a799c,SP,-21.436451729201853,-50.07713581797556
768a86e36ad6aae3d03ee3c6433d61df,SP,-23.56837362931945,-46.63447079473963
ccc4bbb5f32a6ab2b7066a4130f114e3,PR,-25.456890207293227,-49.309771575335844
77530e9772f57a62c906e1c21538ab82,PR,-25.456890207293227,-49.309771575335844
d1a5cc844736958c11b8efab9a2b4c87,PR,-25.456890207293227,-49.309771575335844
8cb7c5ddf41f4d506eba76e9a4702a25,GO,-16.333438522597493,-48.94053990824165
a7a9b880c49781da66651ccf4ba9ac38,SP,-22.251861673447728,-47.813852095746974
8bd0f31cf0a614c658f6763bd02dea69,SP,-23.545988762278032,-46.649524511123616
05a48cc8859962767935ab9087417fbb,SP,-23.576348306326917,-46.7499260152794
7b8e8ec35bad4b0ef7e3963650b0a87b,SC,-28.47860728317677,-48.995526285461615
1444c08e64d55fb3c25f0f09c07ffcf2,BA,-12.893814632133868,-38.33893569150663
53243585a1d6dc2643021fd1853d8905,BA,-12.893814632133868,-38.33893569150663
166e8f1381e09651983c38b1f6f91c11,SC,-28.232438311255255,-48.68022343405556
b55638ad525e906c698fa2ce742c1742,SC,-28.232438311255255,-48.68022343405556
e38db885400cd35c71dfd162f2c1dbcf,DF,-15.76817659768011,-47.89117484969116
d2e753bb80b7d4faa77483ed00edc8ca,BA,-16.43232499979149,-39.0762041372904
f9ec7093df3a7b346b7bcf7864069ca3,SP,-23.4849648087262,-46.73391307052828
a420f60ff1aa9acc80d0e42959f2b313,SP,-23.4849648087262,-46.73391307052828
624f4ece8da4aafb77699233d480f8ef,SP,-23.4849648087262,-46.73391307052828
4e6015589b781adaa5ce7f1892d06bb1,SP,-23.983541239071087,-46.24042008714389
4cf490a58259286ada5ba8525ba9e84a,SP,-21.73706334787352,-48.68756876841966
55c26bcb609f480eb7868594245febb5,SP,-21.73706334787352,-48.68756876841966
977f9f63dd360c2a32ece2f93ad6d306,SP,-21.73706334787352,-48.68756876841966
f7496d659ca9fdaf323c0aae84176632,SP,-23.631075034482965,-46.622398625380725
2ff97219cb8622eaf3cd89b7d9c09824,SP,-23.202662995615682,-47.29578408617384
62760d278921b5f352461620d68a9cee,SP,-23.202662995615682,-47.29578408617384
5a9b3bcab695173c820e53934574ae80,SP,-23.202662995615682,-47.29578408617384
8bd0e3abda539b9479c4b44a691be1ec,RS,-27.776497716559234,-54.235323793116315
2a1348e9addc1af5aaa619b1a3679d6b,MG,-19.961548127759368,-43.96057568929279
2078fe5066350e7d220c0ad3a3bbc6c1,PR,-23.42476867030219,-51.43381503676828
5f26c1408a65b42a7224cd463bdf3292,PR,-23.42476867030219,-51.43381503676828
c88f62b4c386a59281014d677864d016,PR,-23.42476867030219,-51.43381503676828
116ccb1a1604bc88e4d234a8c23f33de,SP,-23.72551905380558,-46.58150363078355
a8739afb32aaa45e01815ca76f76f54b,SP,-23.72551905380558,-46.58150363078355
430315b7bb4b6e4b3c978f9dfa9b0558,SP,-23.76359619057337,-46.6886448929407
406822777a0b9eb5c50e442dd4cd3ec5,SP,-23.049655735476897,-47.83730315679704
7aa4334be125fcdd2ba64b3180029f14,SP,-23.049655735476897,-47.83730315679704
af7cdac9d9897cddead9c6b08976c642,SP,-23.049655735476897,-47.83730315679704
8fec2e460530482132c436cfb5439925,SP,-23.049655735476897,-47.83730315679704
4dbd95a08b31ede5c82d3f861cb1ce1a,PR,-25.440710888223585,-49.24556280243908
e9e446d01bd10a97a8ffcfc4a3a20cb2,SP,-23.467468969356062,-46.57703881770206
d52cbce9845184537284a23c3bc3da0e,SC,-28.035429505504453,-48.627746848555816
8603f0038fe0e52fedd3382d266723de,SC,-28.035429505504453,-48.627746848555816
d9a84e1403de8da0c3aa531d6d108ba6,SP,-23.544866173951814,-46.49660733720926
9c690ceacd5c66731bf443ea810195cb,MG,-22.755744824598306,-46.139547096377036
1f9ab4708f3056ede07124aad39a2554,SP,-21.930464457977035,-50.49806473087205
1961c3e1272bfeceb05d0b78b5bbfdaf,SP,-23.44594904509472,-46.42684053090227
bd149ed516d4c5d418d5781f8e18919f,SP,-23.44594904509472,-46.42684053090227
d3e7d37c0df9aef383f3f2a15b0dddfb,PR,-25.499658662705986,-49.177304167800024
ec2e006556300a79a5a91e4876ab3a56,SP,-23.548793202289783,-46.52865687331151
d1582f4043306e6b91afa6a8a884f898,SP,-23.548793202289783,-46.52865687331151
b2a6d334e2833acea353624840e25a0e,SP,-23.619962673316355,-46.61849444018091
b87a7ea0c30fad2dd6781b74a0064859,SP,-23.619962673316355,-46.61849444018091
11fb6f6d341adbe19e81733701704635,SP,-23.619962673316355,-46.61849444018091
d3674f271c91f824f82d24d92011f669,DF,-15.847901414408227,-48.11250056242789
768de2a4fc06aacecb9a586ccc30746a,DF,-15.781759581414025,-47.93403708024537
a81466620e46a6970b22ef40379fdfc9,SC,-28.329441277121372,-49.17649179464339
1b4c3a6f53068f0b6944d2d005c9fc89,SC,-28.329441277121372,-49.17649179464339
5c030029b5916fed0986310385ec9009,SC,-27.584785724513985,-48.5803100064531
9d5604a1f112324ad6b2aa552122e0fb,SP,-27.584785724513985,-48.5803100064531
c0f783394e37cd9c9d7f5f81141450fa,SP,-22.717046078978772,-47.64028299007764
c353f8fc0ce8344999f17d578eb69a5e,RS,-30.066216605201816,-51.225582085787586
8444e55c1f13cd5c179851e5ca5ebd00,MG,-21.83936279474967,-45.61496356662735
28a26ebce31d5918b181ede016fd693b,MG,-19.867601122003006,-43.899454552007455
41ab63a91b8b264e8c8780368bf1dd5b,MG,-19.841326725265677,-43.97985453595454
8759e7aedd644f487315e5860962f162,SP,-23.630397754657338,-46.507466634804125
e546117ed9cafbc40239c0c78635c584,SP,-23.62146345175273,-46.69501988201651
32f1bb9dfa65bc7df5c0d9d95a616be4,SP,-23.62146345175273,-46.69501988201651
d71d863e5ef30d94e440c11be17dcd8f,SP,-23.566868075187305,-46.80083878253548
0c7533c71df861ec58ad7ff999ed0e8d,SP,-22.975237608949396,-47.002177170435644
ef990a83bbea832f36ebe81376335aa8,SC,-26.32835418026608,-48.880066060308984
41e0fa5761c886a630994a55c12087e7,SP,-23.944005527027333,-46.198837114054484
0747d5bb69f0586cc869d8af4c50f93e,RJ,-22.923310452060637,-42.50373552036917
7d294cf9a6a69dc6a0c3e540fff0e039,SC,-26.659851823909243,-48.68900082491744
c89cf7c468a48af70aada384e722f9e2,RJ,-22.417514860108344,-43.130368269386814
e9729944ba65dc3ce425e0c5a22ae7b2,RJ,-22.417514860108344,-43.130368269386814
b7ba853e9551f4558440881fd3e5c815,RS,-29.831516933795598,-50.51790273577648
13c2ed7698b3ca92dad49e849219da59,PR,-25.09419479376675,-50.16095107518057
a90a5da8b09e44264a177c0374a5ac87,PR,-25.09419479376675,-50.16095107518057
eddd1991bd6d9309995a480c39b95137,PR,-25.09419479376675,-50.16095107518057
cbbd5ae8f53de5f5097cd8217b529e24,SP,-23.464124035446655,-46.84892859961109
02ecc2a19303f05e59ce133fd923fff7,SP,-23.681496915503917,-46.50147228561606
c013e57c075a06e5b5c48ee03c525719,SP,-22.005411299772316,-47.85590702233853
55f7a3319d80f7fdf078b8f03e6725fe,SP,-23.566955685986397,-46.788367270084976
2d50d6282f8aa2257819a77bfaa0efe0,SP,-21.757225105309477,-48.82954113566027
b2479f944e1b90cf8a5de1bbfde284d6,SP,-21.757225105309477,-48.82954113566027
422be4cc81a457fdb46f47edeb968ae5,SP,-21.757225105309477,-48.82954113566027
3d3ccf2b2f8134b10dce9dd446f0e075,SP,-21.757225105309477,-48.82954113566027
1dc2de47ee26a0a5b12dc14fd6dc0dea,SP,-21.757225105309477,-48.82954113566027
a3e9a2c700480d9bb01fba070ba80a0e,SP,-21.757225105309477,-48.82954113566027
004c9cd9d87a3c30c522c48c4fc07416,SP,-21.757225105309477,-48.82954113566027
0176f73cc1195f367f7b32db1e5b3aa8,SP,-21.757225105309477,-48.82954113566027
391fc6631aebcf3004804e51b40bcf1e,SP,-21.757225105309477,-48.82954113566027
0336182e1b3e92f029d5354832045fdf,SP,-21.757225105309477,-48.82954113566027
640e21a7d01df7614a3b4923e990d40c,SP,-21.757225105309477,-48.82954113566027
9d213f303afae4983637247556438ede,SP,-21.757225105309477,-48.82954113566027
d673a59aac7a70d8b01e6902bf090a11,SP,-21.757225105309477,-48.82954113566027
723cd880edaacdb998898b67c8f9da30,SP,-21.757225105309477,-48.82954113566027
951e8cef368f09bb3f3d03c00ca4702c,SP,-21.757225105309477,-48.82954113566027
747c1cdcd1737dcfbd1547f6eb6f2cf3,SP,-21.757225105309477,-48.82954113566027
9ef932e837d8b7f392c0bfee9d359dc2,SP,-21.757225105309477,-48.82954113566027
1dfe5347016252a7884b694d4f10f5c4,SP,-21.757225105309477,-48.82954113566027
d2374cbcbb3ca4ab1086534108cc3ab7,SP,-21.757225105309477,-48.82954113566027
7d7d2b7a51328016102d4528c411d630,SP,-21.757225105309477,-48.82954113566027
5b0cc932433fa5184b5b94bfe6bcc256,SP,-21.757225105309477,-48.82954113566027
7ad32824caee82087b3e2e5f33b1bf32,SP,-21.757225105309477,-48.82954113566027
53d00c40e32aeb924a84ce72b1af869d,SP,-21.757225105309477,-48.82954113566027
02b72cdeb9cfcc429f1af6f4e3f3b737,SP,-21.757225105309477,-48.82954113566027
602044f2c16190c2c6e45eb35c2e21cb,SP,-21.757225105309477,-48.82954113566027
f7c31656c19db6275a8acadca289f426,SP,-21.757225105309477,-48.82954113566027
4b0fdb526525f9890eb145bf1534640e,SP,-21.757225105309477,-48.82954113566027
e82de6494d91d3c4c54450f59b227a94,SP,-21.757225105309477,-48.82954113566027
4c8b8048e33af2bf94f2eb547746a916,SP,-21.757225105309477,-48.82954113566027
d1c281d3ae149232351cd8c8cc885f0d,SP,-21.757225105309477,-48.82954113566027
dc4a0fc896dc34b0d5bfec8438291c80,SP,-21.757225105309477,-48.82954113566027
f7ccf836d21b2fb1de37564105216cc1,SP,-21.757225105309477,-48.82954113566027
cca3071e3e9bb7d12640c9fbe2301306,SP,-21.757225105309477,-48.82954113566027
b39d7fe263ef469605dbb32608aee0af,SP,-21.757225105309477,-48.82954113566027
d20b021d3efdf267a402c402a48ea64b,SP,-21.757225105309477,-48.82954113566027
8160255418d5aaa7dbdc9f4c64ebda44,SP,-21.757225105309477,-48.82954113566027
bcc9dd23e2a8bd8267cf92b19304a1b9,SP,-21.757225105309477,-48.82954113566027
62de60d81c55c29d76a6bce418b31cef,SP,-21.757225105309477,-48.82954113566027
07de60b03d150fb3ea09eab5da5e4c8b,SP,-21.757225105309477,-48.82954113566027
4a3ca9315b744ce9f8e9374361493884,SP,-21.757225105309477,-48.82954113566027
3b15288545f8928d3e65a8f949a28291,SP,-21.757225105309477,-48.82954113566027
26e2c91ef821e1ff8985f408788fe35b,SP,-21.757225105309477,-48.82954113566027
0f519b0d2e5eb2227c93dd25038bfc01,SP,-21.757225105309477,-48.82954113566027
154bdf805377afea75a3bd158e9eab10,SP,-21.757225105309477,-48.82954113566027
3b872fd4747f01cc56206f2934198618,SP,-21.757225105309477,-48.82954113566027
1835b56ce799e6a4dc4eddc053f04066,SP,-21.757225105309477,-48.82954113566027
b8a0adc91af209270c2c725168eb00fd,SP,-21.757225105309477,-48.82954113566027
1900267e848ceeba8fa32d80c1a5f5a8,SP,-21.757225105309477,-48.82954113566027
ea67327e24487bdfac5fbfa37ea124df,SP,-21.757225105309477,-48.82954113566027
b7e1750c1157341d2abd0251e07c186b,SP,-23.610698020336194,-46.7478857991482
b90e891671cffd9557f33a97dc523645,PR,-25.542305510484297,-49.1822260348368
dc120d932ddf9d4dfb6fd68beefda622,PR,-25.542305510484297,-49.1822260348368
a416b6a846a11724393025641d4edd5e,SP,-23.515891988156255,-46.54752258122931
5c243662ce92d84573bfaff24c3e3700,SP,-23.515891988156255,-46.54752258122931
7e93a43ef30c4f03f38b393420bc753a,SP,-23.48985874683891,-46.95318164119193
5206cc4bc2297c833e6061c49bf9c43f,SP,-23.527750697123523,-46.80206509671304
8b655f0855926bcb49f5835d38dfddf6,SP,-23.527750697123523,-46.80206509671304
f410c8873029fcc3809b9df6d0b28914,SP,-29.17808030258512,-51.148415929149984
5a05a16bb50629ee31afab8a6d4c2674,RS,-29.17808030258512,-51.148415929149984
ef506c96320abeedfb894c34db06f478,SP,-23.54328837698169,-46.49017854509769
9dc79dd988ac42f4d56c340d7048420a,SP,-23.54328837698169,-46.49017854509769
a13aaf2d2886ab9fb30fb9a920160b8f,SC,-26.322873156178794,-48.82978241448117
7299e27ed73d2ad986de7f7c77d919fa,MG,-18.652750140819958,-48.19225417884324
8a9260f2b0340411d6d2a56bcf4f7378,MG,-19.867847334430383,-44.03082447237009
dedcab67899479e4ea5dcc4eba47f587,SC,-26.4912411779636,-49.05246312844094
7722b1df1b0e383e000397b2c11e3e19,SP,-23.715437373886015,-46.54587575466122
